Time (s)	Counter ()	ยว 2 (mm)
8.6294	14.99429	30.023073
8.6296	14.99684	30.027662
8.6298	14.993015	30.020014
8.63	14.994927	30.021544
8.6302	14.993015	30.021544
8.6304	14.997478	30.023073
8.6306	14.993652	30.018484
8.6308	14.996202	30.021544
8.631	14.995565	30.018484
8.6312	14.998116	30.024603
8.6314	14.994927	30.026133
8.6316	14.996202	30.023073
8.6318	14.990465	30.016954
8.632	14.99684	30.016954
8.6322	14.99429	30.020014
8.6324	14.993652	30.024603
8.6326	14.997478	30.016954
8.6328	14.995565	30.032251
8.633	14.99684	30.018484
8.6332	14.995565	30.021544
8.6334	14.997478	29.802805
8.6336	14.996202	29.04104
8.6338	14.996202	29.021156
8.634	14.993015	28.696871
8.6342	14.99684	28.277748
8.6344	14.994927	27.9244
8.6346	14.994927	27.932049
8.6348	14.99684	27.92593
8.635	14.99684	28.141609
8.6352	14.99174	28.559204
8.6354	14.993015	29.034924
8.6356	14.993652	29.541235
8.6358	14.995565	29.99707
8.636	14.991102	30.024603
8.6362	14.99174	30.024603
8.6364	14.99174	30.020014
8.6366	14.997478	30.023073
8.6368	14.994927	30.018484
8.637	14.995565	30.018484
8.6372	14.99174	30.027662
8.6374	14.994927	30.029192
8.6376	14.99429	30.024603
8.6378	14.996202	30.026133
8.638	14.993015	30.027662
8.6382	14.99429	30.021544
8.6384	14.99429	30.023073
8.6386	14.996202	30.026133
8.6388	14.993015	30.023073
8.639	14.99684	30.023073
8.6392	14.99684	30.020014
8.6394	14.993015	30.018484
8.6396	14.993015	30.016954
8.6398	14.996202	30.029192
8.64	14.995565	30.018484
8.6402	14.999391	30.023073
8.6404	14.992377	30.030722
8.6406	14.995565	30.029192
8.6408	14.989827	30.023073
8.641	14.993015	30.020014
8.6412	14.99684	30.024603
8.6414	14.992377	30.020014
8.6416	14.996202	30.021544
8.6418	14.993015	30.026133
8.642	14.993652	30.023073
8.6422	14.99429	30.020014
8.6424	14.995565	30.021544
8.6426	14.99174	30.024603
8.6428	14.996202	30.024603
8.643	14.99684	30.027662
8.6432	14.996202	30.023073
8.6434	14.993652	29.922117
8.6436	14.994927	29.149647
8.6438	14.99174	29.137409
8.644	14.996202	28.710638
8.6442	14.99684	28.351171
8.6444	14.994927	28.068188
8.6446	14.993015	27.999353
8.6448	14.994927	27.996294
8.645	14.993652	28.210443
8.6452	14.995565	28.692282
8.6454	14.995565	29.189417
8.6456	14.995565	29.700317
8.6458	14.992377	30.007776
8.646	14.994927	30.026133
8.6462	14.998753	30.020014
8.6464	14.995565	30.027662
8.6466	14.995565	30.018484
8.6468	14.99429	30.020014
8.647	14.99684	30.029192
8.6472	14.998116	30.023073
8.6474	14.99429	30.030722
8.6476	14.997478	30.016954
8.6478	14.996202	30.024603
8.648	14.993652	30.027662
8.6482	14.99684	30.026133
8.6484	14.995565	30.020014
8.6486	14.997478	30.026133
8.6488	14.993015	30.024603
8.649	14.997478	30.026133
8.6492	14.994927	30.018484
8.6494	14.995565	30.020014
8.6496	14.99429	30.021544
8.6498	14.993652	30.023073
8.65	14.99174	30.026133
8.6502	14.998753	30.013895
8.6504	14.993015	30.016954
8.6506	14.995565	30.015425
8.6508	14.994927	30.023073
8.651	14.997478	30.026133
8.6512	14.993015	30.015425
8.6514	14.992377	30.032251
8.6516	14.993015	30.023073
8.6518	14.99684	30.023073
8.652	14.994927	30.026133
8.6522	14.995565	30.026133
8.6524	14.993015	30.026133
8.6526	14.995565	30.021544
8.6528	14.99684	30.023073
8.653	14.99429	30.020014
8.6532	14.994927	30.021544
8.6534	14.996202	29.446398
8.6536	14.994927	28.781002
8.6538	14.998116	28.774883
8.654	14.994927	28.346582
8.6542	14.99174	27.720959
8.6544	14.99429	27.375257
8.6546	14.997478	27.306423
8.6548	14.995565	27.306423
8.655	14.997478	27.659773
8.6552	14.994927	28.141609
8.6554	14.99684	28.560732
8.6556	14.994927	29.227657
8.6558	14.996202	30.021544
8.656	14.996202	30.023073
8.6562	14.993015	30.026133
8.6564	14.99429	30.015425
8.6566	14.995565	30.021544
8.6568	14.993652	30.024603
8.657	14.992377	30.029192
8.6572	14.998116	30.021544
8.6574	14.994927	30.020014
8.6576	14.997478	30.029192
8.6578	14.990465	30.027662
8.658	14.994927	30.023073
8.6582	14.997478	30.024603
8.6584	14.996202	30.030722
8.6586	14.996202	30.024603
8.6588	14.998116	30.029192
8.659	14.993015	30.026133
8.6592	14.994927	30.015425
8.6594	14.993652	30.020014
8.6596	15.000028	30.023073
8.6598	14.993015	30.024603
8.66	14.997478	30.023073
8.6602	14.994927	30.021544
8.6604	14.99429	30.027662
8.6606	14.99684	30.027662
8.6608	14.995565	30.029192
8.661	14.992377	30.020014
8.6612	15.002578	30.027662
8.6614	14.994927	30.016954
8.6616	14.998116	30.024603
8.6618	14.993652	30.020014
8.662	14.997478	30.020014
8.6622	14.995565	30.021544
8.6624	14.993652	30.021544
8.6626	14.993015	30.024603
8.6628	14.995565	30.026133
8.663	14.995565	30.021544
8.6632	14.998753	30.032251
8.6634	14.996202	29.561121
8.6636	14.997478	28.787121
8.6638	14.993652	28.770294
8.664	14.995565	28.213503
8.6642	14.996202	27.719429
8.6644	14.99684	27.366079
8.6646	14.993652	27.381376
8.6648	14.997478	27.36455
8.665	14.99684	27.652124
8.6652	14.998116	28.074306
8.6654	14.993015	28.36035
8.6656	14.990465	29.180239
8.6658	14.99684	30.013895
8.666	14.99684	30.027662
8.6662	14.99684	30.018484
8.6664	14.993015	30.018484
8.6666	14.99684	30.027662
8.6668	14.99429	30.027662
8.667	14.99684	30.029192
8.6672	14.990465	30.023073
8.6674	14.996202	30.024603
8.6676	14.992377	30.020014
8.6678	14.99684	30.023073
8.668	14.99429	30.021544
8.6682	14.99684	30.024603
8.6684	14.998116	30.015425
8.6686	14.997478	30.021544
8.6688	14.995565	30.021544
8.669	14.998116	30.030722
8.6692	14.994927	30.015425
8.6694	14.99684	30.027662
8.6696	14.99174	30.024603
8.6698	14.998116	30.023073
8.67	14.993015	30.023073
8.6702	14.99684	30.029192
8.6704	14.994927	30.023073
8.6706	14.99684	30.021544
8.6708	14.997478	30.020014
8.671	14.993652	30.020014
8.6712	14.993015	30.018484
8.6714	14.995565	30.021544
8.6716	14.993015	30.020014
8.6718	14.999391	30.024603
8.672	14.991102	30.024603
8.6722	14.993652	30.027662
8.6724	14.996202	30.030722
8.6726	14.992377	30.024603
8.6728	14.996202	30.015425
8.673	14.993652	30.020014
8.6732	14.993652	29.863991
8.6734	14.996202	28.914082
8.6736	14.99684	28.081953
8.6738	14.99174	28.066658
8.674	14.995565	27.653654
8.6742	14.995565	27.233002
8.6744	14.996202	27.090744
8.6746	14.99429	26.884241
8.6748	14.99429	26.884241
8.675	14.99684	27.306423
8.6752	14.99684	27.79285
8.6754	14.995565	28.279278
8.6756	14.995565	29.178709
8.6758	14.993652	29.194006
8.676	14.998753	29.854813
8.6762	14.996202	30.021544
8.6764	14.998753	30.027662
8.6766	14.99684	30.021544
8.6768	14.996202	30.021544
8.677	14.995565	30.015425
8.6772	14.997478	30.032251
8.6774	14.99429	30.021544
8.6776	14.996202	30.026133
8.6778	14.995565	30.035311
8.678	14.99429	30.027662
8.6782	14.99429	30.018484
8.6784	14.996202	30.023073
8.6786	14.992377	30.023073
8.6788	14.993015	30.024603
8.679	14.993652	30.023073
8.6792	14.996202	30.012365
8.6794	14.997478	30.021544
8.6796	14.997478	30.027662
8.6798	14.994927	30.016954
8.68	14.994927	30.032251
8.6802	14.994927	30.015425
8.6804	14.995565	30.020014
8.6806	14.993652	30.026133
8.6808	14.99429	30.027662
8.681	14.99429	30.023073
8.6812	14.993652	30.024603
8.6814	14.996202	30.021544
8.6816	14.993652	30.026133
8.6818	14.995565	30.023073
8.682	14.997478	30.021544
8.6822	14.99174	30.026133
8.6824	14.998116	30.023073
8.6826	14.99684	30.020014
8.6828	14.993652	30.029192
8.683	14.993652	30.020014
8.6832	14.991102	29.86705
8.6834	14.996202	29.033394
8.6836	14.994927	28.297634
8.6838	14.995565	28.273159
8.684	14.993015	27.719429
8.6842	14.999391	27.229942
8.6844	14.99429	27.017321
8.6846	14.995565	26.881184
8.6848	14.993652	26.875065
8.685	14.995565	27.366079
8.6852	14.994927	27.661303
8.6854	14.998116	28.140081
8.6856	14.998116	29.13282
8.6858	14.998116	29.143528
8.686	14.995565	29.86552
8.6862	14.995565	30.021544
8.6864	14.993652	30.024603
8.6866	14.993652	30.026133
8.6868	14.993015	30.020014
8.687	14.993652	30.020014
8.6872	14.99429	30.018484
8.6874	14.99684	30.018484
8.6876	14.993652	30.029192
8.6878	14.995565	30.023073
8.688	14.995565	30.023073
8.6882	14.996202	30.018484
8.6884	14.99174	30.023073
8.6886	14.99684	30.023073
8.6888	14.993652	30.024603
8.689	14.99429	30.026133
8.6892	14.993652	30.023073
8.6894	14.995565	30.018484
8.6896	14.994927	30.030722
8.6898	14.998116	30.024603
8.69	14.991102	30.026133
8.6902	14.99429	30.021544
8.6904	14.993015	30.016954
8.6906	14.994927	30.023073
8.6908	14.993015	30.023073
8.691	14.993652	30.023073
8.6912	14.993652	30.026133
8.6914	14.994927	30.026133
8.6916	14.996202	30.026133
8.6918	14.99429	30.032251
8.692	14.995565	30.027662
8.6922	14.994927	30.027662
8.6924	14.997478	30.027662
8.6926	14.993652	30.026133
8.6928	14.99429	30.024603
8.693	14.991102	30.024603
8.6932	14.998753	29.495346
8.6934	14.996202	28.562262
8.6936	14.99429	27.869333
8.6938	14.994927	27.857096
8.694	14.995565	27.375257
8.6942	14.992377	26.954605
8.6944	14.996202	26.602787
8.6946	14.99429	26.537012
8.6948	14.995565	26.529364
8.695	14.99429	27.087685
8.6952	14.99429	27.58482
8.6954	14.992377	28.146198
8.6956	14.99684	28.970678
8.6958	14.995565	28.979856
8.696	14.998753	29.808924
8.6962	14.99429	30.026133
8.6964	14.996202	30.029192
8.6966	14.991102	30.018484
8.6968	14.994927	30.024603
8.697	14.99429	30.026133
8.6972	14.995565	30.027662
8.6974	14.995565	30.023073
8.6976	14.993652	30.027662
8.6978	14.997478	30.026133
8.698	14.997478	30.021544
8.6982	14.99684	30.021544
8.6984	14.991102	30.020014
8.6986	14.993015	30.018484
8.6988	14.99429	30.013895
8.699	14.995565	30.021544
8.6992	14.997478	30.023073
8.6994	14.99684	30.021544
8.6996	14.995565	30.030722
8.6998	14.99684	30.026133
8.7	14.996202	30.021544
8.7002	15.000028	30.029192
8.7004	14.993652	30.024603
8.7006	14.99684	30.024603
8.7008	14.993652	30.027662
8.701	14.997478	30.012365
8.7012	14.995565	30.021544
8.7014	14.994927	30.027662
8.7016	14.993015	30.027662
8.7018	14.997478	30.018484
8.702	14.997478	30.021544
8.7022	14.99684	30.023073
8.7024	14.993652	30.021544
8.7026	14.999391	30.020014
8.7028	14.993015	30.021544
8.703	14.99429	30.020014
8.7032	14.99174	29.39286
8.7034	14.997478	28.562262
8.7036	14.992377	27.727076
8.7038	14.998753	27.717899
8.704	14.990465	27.158049
8.7042	14.99684	26.812349
8.7044	14.994927	26.668562
8.7046	14.996202	26.806231
8.7048	14.99684	26.803171
8.705	14.99684	27.084625
8.7052	14.992377	27.580231
8.7054	14.994927	28.146198
8.7056	14.996202	29.177179
8.7058	14.998116	29.194006
8.706	14.99429	29.925177
8.7062	14.996202	30.020014
8.7064	14.994927	30.032251
8.7066	14.994927	30.032251
8.7068	14.992377	30.021544
8.707	14.998116	30.024603
8.7072	14.993015	30.023073
8.7074	14.996202	30.016954
8.7076	14.992377	30.020014
8.7078	14.995565	30.027662
8.708	14.992377	30.020014
8.7082	14.994927	30.021544
8.7084	14.99429	30.021544
8.7086	14.994927	30.029192
8.7088	14.993652	30.021544
8.709	14.996202	30.026133
8.7092	14.99429	30.026133
8.7094	14.998116	30.023073
8.7096	14.994927	30.018484
8.7098	14.99429	30.021544
8.71	14.993015	30.021544
8.7102	14.99429	30.018484
8.7104	14.995565	30.027662
8.7106	14.994927	30.023073
8.7108	14.995565	30.020014
8.711	14.995565	30.024603
8.7112	14.996202	30.023073
8.7114	14.99684	30.030722
8.7116	14.993652	30.020014
8.7118	14.997478	30.029192
8.712	14.991102	30.023073
8.7122	14.997478	30.026133
8.7124	14.99429	30.024603
8.7126	14.996202	30.021544
8.7128	14.99429	30.020014
8.713	14.99684	29.923647
8.7132	14.99684	29.086931
8.7134	14.995565	28.132433
8.7136	14.993015	27.529753
8.7138	14.996202	27.512926
8.714	14.993015	27.089214
8.7142	14.996202	26.67621
8.7144	14.997478	26.533953
8.7146	14.995565	26.737396
8.7148	14.996202	26.745045
8.715	14.998116	27.086155
8.7152	14.99429	27.655184
8.7154	14.996202	28.146198
8.7156	14.992377	29.316378
8.7158	14.996202	29.94659
8.716	14.994927	30.013895
8.7162	14.997478	30.030722
8.7164	14.994927	30.020014
8.7166	14.996202	30.026133
8.7168	14.997478	30.033781
8.717	14.996202	30.023073
8.7172	14.998116	30.021544
8.7174	14.994927	30.030722
8.7176	14.993015	30.026133
8.7178	14.997478	30.020014
8.718	14.994927	30.020014
8.7182	14.993015	30.027662
8.7184	14.998753	30.016954
8.7186	14.996202	30.020014
8.7188	14.99429	30.018484
8.719	14.993015	30.020014
8.7192	14.993652	30.020014
8.7194	14.99174	30.018484
8.7196	14.995565	30.023073
8.7198	14.99429	30.027662
8.72	14.995565	30.033781
8.7202	14.992377	30.024603
8.7204	14.99429	30.026133
8.7206	14.993652	30.020014
8.7208	14.99684	30.029192
8.721	14.993652	30.026133
8.7212	14.99429	30.020014
8.7214	14.992377	30.020014
8.7216	14.995565	30.016954
8.7218	14.994927	30.016954
8.722	14.998116	30.020014
8.7222	14.996202	30.016954
8.7224	14.993652	30.027662
8.7226	14.993652	30.023073
8.7228	14.996202	30.021544
8.723	14.993015	30.024603
8.7232	14.996202	29.56418
8.7234	14.993015	28.634155
8.7236	14.996202	27.944286
8.7238	14.997478	27.933578
8.724	14.99429	27.503748
8.7242	14.992377	27.089214
8.7244	14.995565	26.879654
8.7246	14.997478	26.873535
8.7248	14.997478	26.885771
8.725	14.996202	27.369139
8.7252	14.993015	27.79591
8.7254	14.994927	28.496489
8.7256	14.99684	29.325556
8.7258	14.992377	29.348499
8.726	14.994927	29.981773
8.7262	14.99429	30.024603
8.7264	14.993015	30.023073
8.7266	14.99429	30.021544
8.7268	14.994927	30.016954
8.727	14.996202	30.021544
8.7272	14.994927	30.024603
8.7274	14.996202	30.012365
8.7276	14.99684	30.020014
8.7278	14.99429	30.023073
8.728	14.998753	30.015425
8.7282	14.995565	30.024603
8.7284	14.997478	30.020014
8.7286	14.995565	30.029192
8.7288	14.998753	30.033781
8.729	14.99429	30.027662
8.7292	14.99429	30.020014
8.7294	14.998116	30.026133
8.7296	14.996202	30.018484
8.7298	14.998116	30.013895
8.73	14.993652	30.021544
8.7302	14.994927	30.015425
8.7304	14.992377	30.020014
8.7306	14.998753	30.023073
8.7308	14.993015	30.016954
8.731	14.99684	30.029192
8.7312	14.994927	30.024603
8.7314	14.998753	30.026133
8.7316	14.993015	30.023073
8.7318	14.998753	30.026133
8.732	14.994927	30.021544
8.7322	14.99684	30.023073
8.7324	14.993015	30.027662
8.7326	14.995565	30.027662
8.7328	14.995565	30.020014
8.733	14.993015	30.016954
8.7332	14.996202	29.230717
8.7334	14.99684	28.354231
8.7336	14.99684	27.870863
8.7338	14.994927	27.857096
8.734	14.997478	27.234531
8.7342	14.995565	26.953075
8.7344	14.993015	26.80929
8.7346	14.994927	27.012732
8.7348	14.993652	27.014261
8.735	14.99429	27.372198
8.7352	14.997478	27.788261
8.7354	14.993652	28.427654
8.7356	14.993652	29.324026
8.7358	14.996202	29.922117
8.736	14.993015	30.024603
8.7362	14.99429	30.023073
8.7364	14.994927	30.018484
8.7366	14.99684	30.026133
8.7368	14.994927	30.015425
8.737	14.998753	30.030722
8.7372	14.997478	30.029192
8.7374	14.990465	30.023073
8.7376	14.99429	30.023073
8.7378	14.995565	30.018484
8.738	14.99684	30.024603
8.7382	14.99174	30.024603
8.7384	14.995565	30.015425
8.7386	14.993652	30.023073
8.7388	14.995565	30.021544
8.739	14.993652	30.020014
8.7392	14.994927	30.024603
8.7394	14.995565	30.024603
8.7396	14.996202	30.026133
8.7398	14.994927	30.024603
8.74	14.994927	30.026133
8.7402	14.995565	30.023073
8.7404	14.991102	30.029192
8.7406	14.995565	30.023073
8.7408	15.001303	30.023073
8.741	14.994927	30.023073
8.7412	14.99684	30.024603
8.7414	14.991102	30.032251
8.7416	14.995565	30.021544
8.7418	14.995565	30.020014
8.742	14.998116	30.021544
8.7422	14.994927	30.024603
8.7424	14.995565	30.021544
8.7426	14.99174	30.023073
8.7428	14.996202	30.024603
8.743	14.995565	30.021544
8.7432	14.994927	29.509113
8.7434	14.992377	28.770294
8.7436	14.99429	27.954994
8.7438	14.99429	27.919811
8.744	14.993652	27.437973
8.7442	14.993652	27.086155
8.7444	14.99429	26.946957
8.7446	14.993652	27.225353
8.7448	14.994927	27.228413
8.745	14.99429	27.512926
8.7452	14.994927	28.071247
8.7454	14.995565	28.706049
8.7456	14.99174	29.539705
8.7458	14.992377	29.94659
8.746	14.998753	30.024603
8.7462	14.993015	30.026133
8.7464	14.994927	30.024603
8.7466	14.994927	30.020014
8.7468	14.99429	30.021544
8.747	14.993652	30.020014
8.7472	14.996202	30.024603
8.7474	14.99429	30.020014
8.7476	14.995565	30.032251
8.7478	14.997478	30.026133
8.748	14.995565	30.024603
8.7482	14.994927	30.020014
8.7484	14.997478	30.027662
8.7486	14.99684	30.027662
8.7488	14.998116	30.023073
8.749	14.995565	30.024603
8.7492	14.995565	30.020014
8.7494	14.992377	30.026133
8.7496	14.994927	30.023073
8.7498	14.996202	30.024603
8.75	14.994927	30.016954
8.7502	14.996202	30.024603
8.7504	14.996202	30.016954
8.7506	14.998753	30.033781
8.7508	14.993015	30.024603
8.751	14.997478	30.026133
8.7512	14.997478	30.03684
8.7514	14.999391	30.023073
8.7516	14.996202	30.026133
8.7518	14.997478	30.021544
8.752	14.993652	30.027662
8.7522	14.995565	30.026133
8.7524	14.994927	30.029192
8.7526	14.994927	30.016954
8.7528	14.99429	30.024603
8.753	14.996202	29.969536
8.7532	14.993015	29.233776
8.7534	14.99684	28.423065
8.7536	14.996202	27.815796
8.7538	14.99684	27.788261
8.754	14.993652	27.372198
8.7542	14.996202	26.948486
8.7544	14.99429	26.816938
8.7546	14.997478	27.15346
8.7548	14.994927	27.161108
8.755	14.997478	27.58482
8.7552	14.99429	28.007002
8.7554	14.99684	28.70299
8.7556	14.991102	29.47699
8.7558	14.995565	29.934355
8.756	14.995565	30.018484
8.7562	14.997478	30.023073
8.7564	14.99429	30.029192
8.7566	14.99684	30.021544
8.7568	14.993015	30.021544
8.757	14.995565	30.027662
8.7572	14.996202	30.03684
8.7574	14.994927	30.024603
8.7576	14.995565	30.024603
8.7578	14.993015	30.026133
8.758	14.99429	30.023073
8.7582	14.99429	30.021544
8.7584	14.99429	30.023073
8.7586	14.995565	30.023073
8.7588	14.99684	30.029192
8.759	14.996202	30.016954
8.7592	14.998116	30.026133
8.7594	14.996202	30.018484
8.7596	14.994927	30.029192
8.7598	14.996202	30.021544
8.76	14.996202	30.023073
8.7602	14.99429	30.030722
8.7604	14.99684	30.023073
8.7606	14.998753	30.030722
8.7608	14.993015	30.021544
8.761	14.996202	30.013895
8.7612	14.993015	30.024603
8.7614	14.997478	30.021544
8.7616	14.993652	30.018484
8.7618	14.993015	30.024603
8.762	14.996202	30.026133
8.7622	14.99684	30.024603
8.7624	14.994927	30.020014
8.7626	14.998116	30.021544
8.7628	14.99684	30.023073
8.763	14.994927	29.652899
8.7632	14.993652	28.911022
8.7634	14.994927	28.066658
8.7636	14.99429	27.537401
8.7638	14.996202	27.505278
8.764	14.997478	27.231472
8.7642	14.993015	26.813879
8.7644	14.997478	26.729748
8.7646	14.994927	27.28042
8.7648	14.996202	27.301834
8.765	14.993652	27.720959
8.7652	14.99429	28.288456
8.7654	14.995565	29.037983
8.7656	14.995565	29.740089
8.7658	14.99429	29.971066
8.766	14.996202	30.015425
8.7662	14.992377	30.024603
8.7664	14.999391	30.023073
8.7666	14.994927	30.024603
8.7668	14.995565	30.020014
8.767	14.99429	30.023073
8.7672	14.996202	30.013895
8.7674	14.992377	30.023073
8.7676	14.99684	30.029192
8.7678	14.993015	30.029192
8.768	14.994927	30.024603
8.7682	14.996202	30.024603
8.7684	14.994927	30.029192
8.7686	14.992377	30.026133
8.7688	14.99684	30.030722
8.769	14.993015	30.024603
8.7692	14.99429	30.024603
8.7694	14.993652	30.020014
8.7696	14.995565	30.026133
8.7698	14.99684	30.024603
8.77	14.99429	30.016954
8.7702	14.99684	30.024603
8.7704	14.99429	30.024603
8.7706	14.993652	30.027662
8.7708	14.996202	30.016954
8.771	14.99429	30.032251
8.7712	14.997478	30.024603
8.7714	14.996202	30.030722
8.7716	14.993015	30.020014
8.7718	14.993652	30.018484
8.772	14.99684	30.023073
8.7722	14.996202	30.018484
8.7724	14.993652	30.020014
8.7726	14.99429	30.023073
8.7728	14.994927	30.013895
8.773	14.993652	29.86858
8.7732	14.996202	29.033394
8.7734	14.99429	28.140081
8.7736	14.995565	27.601645
8.7738	14.996202	27.58176
8.774	14.997478	27.226883
8.7742	14.996202	27.02038
8.7744	14.993015	26.951546
8.7746	14.996202	27.278891
8.7748	14.995565	27.298777
8.775	14.997478	27.935108
8.7752	14.994927	28.361879
8.7754	14.994927	29.137409
8.7756	14.993652	29.896112
8.7758	14.99684	29.9986
8.776	14.99429	30.016954
8.7762	14.993652	30.018484
8.7764	14.996202	30.030722
8.7766	14.996202	30.021544
8.7768	14.993652	30.023073
8.777	14.994927	30.024603
8.7772	14.993015	30.020014
8.7774	14.994927	30.032251
8.7776	14.993652	30.027662
8.7778	14.999391	30.015425
8.778	14.993015	30.016954
8.7782	14.996202	30.013895
8.7784	14.99429	30.020014
8.7786	14.997478	30.013895
8.7788	14.994927	30.029192
8.779	14.998753	30.020014
8.7792	14.99429	30.027662
8.7794	14.993652	30.024603
8.7796	14.997478	30.021544
8.7798	14.995565	30.027662
8.78	14.996202	30.018484
8.7802	14.993015	30.021544
8.7804	14.992377	30.020014
8.7806	14.997478	30.020014
8.7808	14.99684	30.021544
8.781	14.993015	30.018484
8.7812	14.996202	30.015425
8.7814	14.99429	30.016954
8.7816	14.995565	30.023073
8.7818	14.99684	30.021544
8.782	14.99429	30.032251
8.7822	14.993652	30.020014
8.7824	14.997478	30.026133
8.7826	14.994927	30.026133
8.7828	14.993015	30.026133
8.783	14.995565	29.963417
8.7832	14.99429	29.198595
8.7834	15.000028	28.49037
8.7836	14.993652	28.01465
8.7838	14.993652	28.000883
8.784	14.996202	27.578701
8.7842	14.993652	27.367609
8.7844	14.996202	27.370668
8.7846	14.993652	27.641417
8.7848	14.995565	27.656713
8.785	14.99429	28.143139
8.7852	14.998753	28.631096
8.7854	14.99429	29.446398
8.7856	14.996202	30.021544
8.7858	14.994927	30.020014
8.786	14.995565	30.027662
8.7862	14.996202	30.026133
8.7864	14.998116	30.023073
8.7866	14.993652	30.021544
8.7868	14.996202	30.032251
8.787	14.99684	30.024603
8.7872	14.996202	30.013895
8.7874	14.995565	30.016954
8.7876	14.997478	30.023073
8.7878	14.99429	30.020014
8.788	14.99684	30.027662
8.7882	14.99429	30.027662
8.7884	14.995565	30.027662
8.7886	14.99429	30.030722
8.7888	14.994927	30.023073
8.789	14.99429	30.026133
8.7892	14.997478	30.020014
8.7894	14.993015	30.024603
8.7896	14.99684	30.018484
8.7898	14.995565	30.024603
8.79	14.996202	30.021544
8.7902	14.992377	30.026133
8.7904	14.997478	30.024603
8.7906	14.995565	30.023073
8.7908	14.996202	30.020014
8.791	14.997478	30.03837
8.7912	14.993015	30.024603
8.7914	14.991102	30.024603
8.7916	14.994927	30.024603
8.7918	14.998116	30.023073
8.792	14.993015	30.030722
8.7922	14.994927	30.023073
8.7924	14.998753	30.020014
8.7926	14.99684	30.015425
8.7928	14.99429	30.015425
8.793	14.996202	29.974125
8.7932	14.996202	29.238365
8.7934	14.996202	28.423065
8.7936	14.99684	27.893808
8.7938	14.994927	27.854036
8.794	14.99429	27.448681
8.7942	14.99684	27.165697
8.7944	14.993652	27.231472
8.7946	14.99429	27.497629
8.7948	14.995565	27.511396
8.795	14.994927	27.860155
8.7952	14.996202	28.426125
8.7954	14.995565	29.241425
8.7956	14.99684	30.018484
8.7958	14.997478	30.016954
8.796	14.993652	30.020014
8.7962	14.996202	30.018484
8.7964	14.995565	30.024603
8.7966	14.995565	30.029192
8.7968	14.995565	30.026133
8.797	14.997478	30.018484
8.7972	14.992377	30.021544
8.7974	14.99684	30.024603
8.7976	14.993652	30.026133
8.7978	14.99684	30.016954
8.798	14.994927	30.023073
8.7982	14.997478	30.021544
8.7984	14.997478	30.024603
8.7986	14.999391	30.020014
8.7988	14.997478	30.026133
8.799	14.994927	30.026133
8.7992	14.99429	30.021544
8.7994	14.994927	30.024603
8.7996	14.996202	30.023073
8.7998	14.997478	30.023073
8.8	14.991102	30.026133
8.8002	14.993652	30.021544
8.8004	14.993652	30.024603
8.8006	14.997478	30.021544
8.8008	14.99684	30.021544
8.801	14.996202	30.018484
8.8012	14.993652	30.018484
8.8014	14.99429	30.018484
8.8016	14.995565	30.026133
8.8018	14.993652	30.030722
8.802	14.996202	30.018484
8.8022	14.993015	30.024603
8.8024	14.992377	30.020014
8.8026	14.998753	30.027662
8.8028	14.993652	30.024603
8.803	14.995565	29.815042
8.8032	14.99684	29.088461
8.8034	14.993015	28.349642
8.8036	14.995565	28.085012
8.8038	14.993015	28.071247
8.804	14.994927	27.587879
8.8042	14.99174	27.36302
8.8044	14.995565	27.586349
8.8046	14.995565	27.977938
8.8048	14.994927	28.008532
8.805	14.99429	28.361879
8.8052	14.994927	28.978327
8.8054	14.994927	29.709496
8.8056	14.993015	30.024603
8.8058	14.994927	30.023073
8.806	14.996202	30.021544
8.8062	14.993652	30.024603
8.8064	14.995565	30.018484
8.8066	14.996202	30.020014
8.8068	14.994927	30.021544
8.807	14.99684	30.023073
8.8072	14.995565	30.015425
8.8074	14.992377	30.027662
8.8076	14.99684	30.018484
8.8078	14.99174	30.024603
8.808	14.99684	30.030722
8.8082	14.994927	30.023073
8.8084	15.000028	30.023073
8.8086	14.99174	30.020014
8.8088	14.997478	30.023073
8.809	14.99684	30.029192
8.8092	14.998116	30.023073
8.8094	14.993652	30.020014
8.8096	14.996202	30.027662
8.8098	14.99429	30.020014
8.81	14.997478	30.026133
8.8102	14.995565	30.023073
8.8104	14.99429	30.026133
8.8106	14.993015	30.026133
8.8108	14.995565	30.026133
8.811	14.997478	30.024603
8.8112	14.997478	30.027662
8.8114	14.99429	30.020014
8.8116	14.993652	30.016954
8.8118	14.996202	30.024603
8.812	14.99429	30.013895
8.8122	14.995565	30.024603
8.8124	14.995565	30.021544
8.8126	14.993652	30.020014
8.8128	14.996202	30.026133
8.813	15.001303	29.971066
8.8132	14.993015	29.140469
8.8134	14.996202	28.424595
8.8136	14.998116	28.094191
8.8138	14.99684	28.068188
8.814	14.992377	27.719429
8.8142	14.994927	27.519045
8.8144	14.99429	27.517515
8.8146	14.99684	27.910633
8.8148	14.996202	27.9244
8.815	14.995565	28.35882
8.8152	14.993015	29.082342
8.8154	14.99684	29.706436
8.8156	14.992377	30.026133
8.8158	14.99684	30.021544
8.816	14.998116	30.023073
8.8162	14.99684	30.029192
8.8164	14.99429	30.024603
8.8166	14.99684	30.023073
8.8168	14.993652	30.021544
8.817	14.997478	30.026133
8.8172	14.993015	30.021544
8.8174	14.997478	30.026133
8.8176	14.994927	30.027662
8.8178	14.998116	30.023073
8.818	14.991102	30.024603
