Time (s),Counter (),coil1 (V),coil2 (V)
0.045200,0.060248,-0.016682,-0.066997
0.045300,0.057058,-0.007841,-0.065394
0.045400,0.057058,-0.001206,-0.064994
0.045500,0.057058,0.004833,-0.061548
0.045600,0.066630,0.010099,-0.060586
0.045700,0.060248,0.014512,-0.069000
0.045800,0.066630,0.016943,-0.064914
0.045900,0.057058,0.020728,-0.066917
0.046000,0.063439,0.022564,-0.062349
0.046100,0.057058,0.025752,-0.056900
0.046200,0.053867,0.027266,-0.053935
0.046300,0.060248,0.030777,-0.054016
0.046400,0.057058,0.031357,-0.049047
0.046500,0.063439,0.031985,-0.044720
0.046600,0.050677,0.033627,-0.055698
0.046700,0.057058,0.037009,-0.055057
0.046800,0.053867,0.039682,-0.052814
0.046900,0.050677,0.043338,-0.049288
0.047000,0.060248,0.046011,-0.044800
0.047100,0.066630,0.047316,-0.040233
0.047200,0.063439,0.050102,-0.042396
0.047300,0.053867,0.052469,-0.043438
0.047400,0.057058,0.056592,-0.039672
0.047500,0.063439,0.061971,-0.032860
0.047600,0.057058,0.067510,-0.022684
0.047700,0.060248,0.074049,-0.007138
0.047800,0.053867,0.081441,0.001196
0.047900,0.063439,0.089332,0.004802
0.048000,0.057058,0.094227,0.009129
0.048100,0.050677,0.097674,0.016982
0.048200,0.057058,0.099542,0.011774
0.048300,0.057058,0.100911,0.019146
0.048400,0.057058,0.102634,0.024515
0.048500,0.060248,0.103246,0.018104
0.048600,0.066630,0.104631,0.027560
0.048700,0.066630,0.105065,0.033169
0.048800,0.057058,0.105855,0.029964
0.048900,0.060248,0.107191,0.033329
0.049000,0.066630,0.107578,0.038057
0.049100,0.063439,0.106563,0.034531
0.049200,0.053867,0.107690,0.037657
0.049300,0.057058,0.107481,0.037737
0.049400,0.057058,0.108496,0.039339
0.049500,0.053867,0.110686,0.040541
0.049600,0.053867,0.113166,0.046952
0.049700,0.050677,0.113053,0.047433
0.049800,0.060248,0.112087,0.055366
0.049900,0.053867,0.110992,0.054324
0.050000,0.057058,0.109140,0.061376
0.050100,0.060248,0.108415,0.067546
0.050200,0.066630,0.109172,0.076200
0.050300,0.060248,0.112183,0.087820
0.050400,0.063439,0.112699,0.088381
0.050500,0.060248,0.110332,0.087419
0.050600,0.060248,0.108657,0.086377
0.050700,0.060248,0.102988,0.092868
0.050800,0.063439,0.102763,0.085816
0.050900,0.063439,0.104405,0.086458
0.051000,0.057058,0.104131,0.086858
0.051100,0.057058,0.103004,0.085897
0.051200,0.057058,0.102247,0.093669
0.051300,0.060248,0.099236,0.093028
0.051400,0.060248,0.094066,0.091265
0.051500,0.063439,0.092665,0.081008
0.051600,0.063439,0.093744,0.085977
0.051700,0.063439,0.095129,0.085256
0.051800,0.063439,0.096498,0.085656
0.051900,0.053867,0.094501,0.082932
0.052000,0.057058,0.091651,0.087018
0.052100,0.057058,0.087415,0.088060
0.052200,0.057058,0.085080,0.095513
0.052300,0.060248,0.086868,0.090063
0.052400,0.057058,0.089138,0.084374
0.052500,0.060248,0.088510,0.080448
0.052600,0.047486,0.086417,0.080287
0.052700,0.060248,0.080990,0.091426
0.052800,0.063439,0.078655,0.090945
0.052900,0.060248,0.075836,0.083252
0.053000,0.066630,0.076046,0.086057
0.053100,0.053867,0.075804,0.087499
0.053200,0.057058,0.074564,0.074758
0.053300,0.063439,0.073002,0.075159
0.053400,0.057058,0.068396,0.075159
0.053500,0.060248,0.064741,0.082611
0.053600,0.063439,0.062856,0.077803
0.053700,0.053867,0.059523,0.084214
0.053800,0.060248,0.059056,0.065623
0.053900,0.057058,0.056366,0.065863
0.054000,0.063439,0.055899,0.065623
0.054100,0.060248,0.052888,0.066665
0.054200,0.053867,0.053468,0.073797
0.054300,0.063439,0.051068,0.068989
0.054400,0.060248,0.050424,0.069389
0.054500,0.063439,0.048330,0.060094
0.054600,0.063439,0.045722,0.069229
0.054700,0.060248,0.044095,0.062578
0.054800,0.057058,0.042001,0.059613
0.054900,0.060248,0.039521,0.060494
0.055000,0.057058,0.034288,0.067145
0.055100,0.057058,0.027846,0.062578
0.055200,0.060248,0.018763,0.057289
0.055300,0.050677,0.011210,0.056728
0.055400,0.057058,0.003448,0.050718
0.055500,0.060248,-0.000932,0.059132
0.055600,0.060248,-0.006021,0.061216
0.055700,0.057058,-0.009258,0.058331
0.055800,0.066630,-0.012656,0.063780
0.055900,0.060248,-0.015571,0.049035
0.056000,0.066630,-0.017600,0.050558
0.056100,0.057058,-0.020773,0.052641
0.056200,0.057058,-0.022222,0.046391
0.056300,0.060248,-0.024396,0.049676
0.056400,0.063439,-0.026409,0.048154
0.056500,0.053867,-0.028020,0.052561
0.056600,0.057058,-0.030612,0.040461
0.056700,0.060248,-0.033672,0.046471
0.056800,0.057058,-0.034526,0.043907
0.056900,0.053867,-0.038149,0.033329
0.057000,0.060248,-0.039486,0.040061
0.057100,0.060248,-0.041611,0.038778
0.057200,0.063439,-0.044736,0.037737
0.057300,0.053867,-0.048005,0.033970
