Time (s),Counter (),coil1 (V),coil2 (V)
0.055700,0.060248,-2.338048,0.082599
0.055800,0.057058,-2.715170,0.212717
0.055900,0.053867,-3.036446,0.355013
0.056000,0.060248,-3.253009,0.500995
0.056100,0.060248,-3.371365,0.689922
0.056200,0.057058,-3.458149,0.898720
0.056300,0.057058,-3.545409,1.153988
0.056400,0.060248,-3.683439,1.455727
0.056500,0.050677,-3.874935,1.734391
0.056600,0.057058,-4.080710,1.955528
0.056700,0.057058,-4.227306,2.088690
0.056800,0.057058,-4.316312,2.194451
0.056900,0.063439,-4.338999,2.329056
0.057000,0.057058,-4.310600,2.471032
0.057100,0.057058,-4.253167,2.602912
0.057200,0.060248,-4.188754,2.738799
0.057300,0.060248,-4.152421,2.890069
0.057400,0.063439,-4.157816,3.053358
0.057500,0.060248,-4.181297,3.212800
0.057600,0.053867,-4.176379,3.414066
0.057700,0.057058,-4.108474,3.597065
0.057800,0.060248,-3.972825,3.701063
0.057900,0.053867,-3.839714,3.747694
0.058000,0.057058,-3.768795,3.743207
0.058100,0.057058,-3.799891,3.772372
0.058200,0.053867,-3.776410,3.752181
0.058300,0.057058,-3.979488,3.909540
0.058400,0.053867,-4.110219,4.053760
0.058500,0.060248,-4.126878,4.100230
0.058600,0.063439,-4.099907,4.039658
0.058700,0.060248,-4.078965,3.949441
0.058800,0.063439,-4.117994,3.917713
0.058900,0.060248,-4.203667,3.979246
0.059000,0.063439,-4.269191,4.091417
0.059100,0.057058,-4.267922,4.179230
0.059200,0.060248,-4.212393,4.188525
0.059300,0.057058,-4.133542,4.135484
0.059400,0.063439,-4.098479,4.057285
0.059500,0.063439,-4.147186,4.038697
0.059600,0.053867,-4.218581,4.093500
0.059700,0.057058,-4.260783,4.200383
0.059800,0.047486,-4.225244,4.268326
0.059900,0.053867,-4.135921,4.255667
0.060000,0.053867,-4.032162,4.177948
0.060100,0.060248,-3.994402,4.114812
0.060200,0.060248,-4.044378,4.107762
0.060300,0.063439,-4.129734,4.177308
0.060400,0.053867,-4.156388,4.269448
0.060500,0.063439,-4.110378,4.317841
0.060600,0.063439,-4.005666,4.285312
0.060700,0.060248,-3.883344,4.173943
0.060800,0.060248,-3.826387,4.083084
0.060900,0.060248,-3.850185,4.085648
0.061000,0.053867,-3.907300,4.199902
0.061100,0.057058,-3.913171,4.289639
0.061200,0.050677,-3.869858,4.310630
0.061300,0.057058,-3.802747,4.255346
0.061400,0.057058,-3.754675,4.112569
0.061500,0.053867,-3.707713,3.975561
0.061600,0.053867,-3.853992,4.030204
0.061700,0.057058,-3.774031,3.904252
0.061800,0.053867,-3.770223,3.926847
0.061900,0.057058,-3.740237,3.909060
0.062000,0.066630,-3.675189,3.857621
0.062100,0.063439,-3.571270,3.864352
0.062200,0.060248,-3.425943,3.933256
0.062300,0.060248,-3.269985,4.015942
0.062400,0.063439,-3.111331,4.093180
0.062500,0.057058,-2.969018,4.187403
0.062600,0.057058,-2.836065,4.286113
0.062700,0.060248,-2.709459,4.348608
0.062800,0.063439,-2.547155,4.393316
0.062900,0.057058,-2.318058,4.429531
0.063000,0.053867,-1.990436,4.446677
0.063100,0.053867,-1.595704,4.371363
0.063200,0.060248,-1.218899,4.177308
0.063300,0.060248,-0.927134,3.903771
0.063400,0.060248,-0.714695,3.625108
0.063500,0.063439,-0.552074,3.374486
0.063600,0.060248,-0.424040,3.088451
0.063700,0.057058,-0.303463,2.752580
0.063800,0.057058,-0.189707,2.378411
0.063900,0.060248,-0.075000,2.043662
0.064000,0.063439,0.029077,1.761312
0.064100,0.057058,0.128554,1.544022
0.064200,0.057058,0.213592,1.369035
0.064300,0.050677,0.292920,1.230585
0.064400,0.057058,0.368122,1.100147
0.064500,0.050677,0.445863,0.981566
0.064600,0.053867,0.536137,0.870517
0.064700,0.060248,0.627998,0.776614
0.064800,0.057058,0.726998,0.692967
0.064900,0.057058,0.831552,0.594097
0.065000,0.053867,0.934836,0.545863
0.065100,0.060248,1.040500,0.481766
0.065200,0.066630,1.171231,0.406291
0.065300,0.060248,1.328458,0.326169
0.065400,0.063439,1.528362,0.234670
0.065500,0.063439,1.770945,0.141088
0.065600,0.057058,2.070644,0.039493
0.065700,0.060248,2.424761,-0.086459
0.065800,0.060248,2.791887,-0.226512
0.065900,0.060248,3.107292,-0.363841
