Time (s),Counter (),coil1 (V),coil2 (V)
0.036800,0.050677,-0.263799,-2.850824
0.036900,0.053867,-0.342968,-2.762049
0.037000,0.060248,-0.433084,-2.597639
0.037100,0.057058,-0.528752,-2.331314
0.037200,0.060248,-0.626483,-1.975893
0.037300,0.060248,-0.694388,-1.576565
0.037400,0.053867,-0.830989,-1.306875
0.037500,0.063439,-0.930148,-1.048242
0.037600,0.060248,-1.058976,-0.857552
0.037700,0.057058,-1.206366,-0.684969
0.037800,0.057058,-1.394689,-0.530334
0.037900,0.057058,-1.626642,-0.392524
0.038000,0.057058,-1.903335,-0.280514
0.038100,0.060248,-2.244601,-0.180682
0.038200,0.057058,-2.622833,-0.088702
0.038300,0.060248,-2.963306,-0.003613
0.038400,0.057058,-3.202874,0.073625
0.038500,0.057058,-3.342173,0.147497
0.038600,0.060248,-3.431495,0.238195
0.038700,0.060248,-3.513837,0.337707
0.038800,0.050677,-3.636953,0.434654
0.038900,0.053867,-3.814805,0.544421
0.039000,0.057058,-4.028830,0.698576
0.039100,0.060248,-4.204143,0.890868
0.039200,0.050677,-4.312821,1.064572
0.039300,0.060248,-4.359149,1.205106
0.039400,0.057058,-4.344711,1.357017
0.039500,0.060248,-4.297591,1.518543
0.039600,0.057058,-4.232542,1.719328
0.039700,0.066630,-4.183359,1.957611
0.039800,0.053867,-4.176696,2.261914
0.039900,0.060248,-4.197797,2.568300
0.040000,0.060248,-4.205729,2.828055
0.040100,0.060248,-4.156864,2.971794
0.040200,0.060248,-4.024387,2.989741
0.040300,0.057058,-3.880329,2.925964
0.040400,0.053867,-3.786088,2.926605
0.040500,0.060248,-3.781646,2.970992
0.040600,0.057058,-3.871286,3.045666
0.040700,0.057058,-4.049772,3.176105
0.040800,0.060248,-4.092292,3.333784
0.040900,0.063439,-4.103715,3.491464
0.041000,0.063439,-4.088484,3.617897
0.041100,0.050677,-4.064686,3.683757
0.041200,0.050677,-4.089594,3.684237
0.041300,0.053867,-4.168922,3.683917
0.041400,0.053867,-4.245869,3.679911
0.041500,0.057058,-4.263638,3.729106
0.041600,0.060248,-4.224768,3.820445
0.041700,0.066630,-4.153532,3.935500
0.041800,0.057058,-4.099748,4.019467
0.041900,0.060248,-4.122277,4.031806
0.042000,0.063439,-4.193989,3.961780
0.042100,0.060248,-4.249994,3.903291
0.042200,0.060248,-4.226196,3.923802
0.042300,0.063439,-4.147345,4.001200
0.042400,0.057058,-4.044378,4.089173
0.042500,0.060248,-3.981868,4.139490
0.042600,0.060248,-4.013758,4.138528
0.042700,0.053867,-4.087056,4.086930
0.042800,0.053867,-4.130686,4.035011
0.042900,0.063439,-4.105460,4.061451
0.043000,0.060248,-4.018993,4.147021
0.043100,0.057058,-3.895877,4.211279
0.043200,0.053867,-3.816867,4.228265
0.043300,0.057058,-3.820358,4.188525
0.043400,0.057058,-3.877315,4.120741
0.043500,0.063439,-3.895877,4.108403
0.043600,0.053867,-3.861449,4.145579
0.043700,0.060248,-3.792434,4.205511
0.043800,0.057058,-3.740396,4.250058
0.043900,0.053867,-3.713742,4.241886
0.044000,0.063439,-3.614583,4.109364
0.044100,0.057058,-3.709617,4.168174
0.044200,0.063439,-3.760862,4.250699
0.044300,0.063439,-3.733732,4.340916
0.044400,0.053867,-3.681694,4.419917
0.044500,0.057058,-3.596655,4.370241
0.044600,0.050677,-3.462275,4.230028
0.044700,0.053867,-3.306952,4.051836
0.044800,0.060248,-3.143696,3.873005
0.044900,0.057058,-2.995354,3.768686
0.045000,0.057058,-2.852089,3.774134
0.045100,0.050677,-2.721992,3.811311
0.045200,0.050677,-2.563179,3.778621
0.045300,0.060248,-2.349313,3.621422
0.045400,0.060248,-2.056754,3.464062
0.045500,0.057058,-1.674555,3.346444
0.045600,0.060248,-1.293467,3.291800
0.045700,0.053867,-0.976634,3.304299
0.045800,0.060248,-0.743412,3.337630
0.045900,0.060248,-0.578252,3.364551
0.046000,0.060248,-0.441334,3.368717
0.046100,0.057058,-0.320280,3.340835
0.046200,0.066630,-0.209857,3.299332
0.046300,0.063439,-0.099116,3.251579
0.046400,0.053867,0.005914,3.184437
0.046500,0.057058,0.107135,3.086689
0.046600,0.060248,0.195664,2.994228
0.046700,0.050677,0.276895,2.930451
0.046800,0.060248,0.353526,2.857700
0.046900,0.060248,0.433805,2.769726
0.047000,0.053867,0.522175,2.600188
0.047100,0.047486,0.617209,2.318640
0.047200,0.057058,0.717796,1.950881
0.047300,0.050677,0.777927,1.553957
0.047400,0.050677,0.907230,1.289074
0.047500,0.050677,1.023524,1.037171
0.047600,0.057058,1.151082,0.852570
0.047700,0.057058,1.301804,0.678385
0.047800,0.057058,1.497425,0.525833
0.047900,0.057058,1.731599,0.396676
0.048000,0.063439,2.020191,0.277295
0.048100,0.053867,2.366058,0.172015
0.048200,0.060248,2.744608,0.076189
0.048300,0.060248,3.069533,-0.001209
0.048400,0.063439,3.285779,-0.076203
0.048500,0.060248,3.408419,-0.154242
0.048600,0.060248,3.490919,-0.245901
0.048700,0.063439,3.576116,-0.340124
0.048800,0.063439,3.694155,-0.430822
0.048900,0.060248,3.874228,-0.535301
